sku,nombre,tipo,principio_activo,costo,precio_fc,stock,tenia_ref,mejor_confianza,mejor_candidato,motivo
FC-54525051,Tempra Forte C/24,marca,Paracetamol,113.93,140.0,1.0,False,80,PARACETAMOL 750MG 10 TABLETAS,no comparable: nuestro catalogo sin concentracion
FC-60101231,Tempra XT Noche,marca,Paracetamol/Fenilefrina/Carbinoxamina,59.69,81.0,1.0,False,54,LORATADINA 2.5 MG / FENILEFRINA 5 MG / PARACETAMOL 500 MG 12 TABLETAS,no comparable: al competidor le faltan 1/3 principios activos (carbinoxamina)
FC-LV-LIV177,Tempra gotas uva 10 g 30 mL,marca,Paracetamol,168.72,270.0,1.0,False,70,PARACETAMOL 750MG 10 TABLETAS,"no comparable: concentracion difiere ['10000mg', '30ml']≠['750mg']"
FC-5008473,Theraflu TD Limon Resfriado Severo C/10 sobres,marca,Paracetamol + Feniramina + Fenilefrina,170.32,230.16,2.0,False,72,PARACETAMOL / FENIRAMINA / FENILEFRINA SABOR MANZANA CANELA GRANULADO 6 SOBRES,no comparable: forma difiere sobre≠polvo
FC-3E863E37,Tratidri,marca,,47.47,61.72,1.0,False,0,,sin resultados VTEX
FC-40010712,Tukol-D jarabe Adulto,marca,Guaifenesina + Dextrometorfano,117.42,158.52,1.0,False,70,DEXTROMETORFANO / GUAIFENESINA .1/1 GR INFANTIL SOLUCION 1 PIEZA,no comparable: concentracion difiere ['125ml']≠['1000mg']
FC-00315021,Tukol-D jarabe infantil,marca,Dextrometorfano / Guaifenesina,134.08,172.0,1.0,False,70,DEXTROMETORFANO / GUAIFENESINA .1/1 GR INFANTIL SOLUCION 1 PIEZA,no comparable: concentracion difiere ['125ml']≠['1000mg']
FC-65054029,Tums surtido tabletas masticables C/48,marca,Carbonato de calcio,85.26,105.0,2.0,False,85,CARBONATO DE CALCIO 12 TABLETAS MASTICABLES SABOR MENTA,precio 0.19x el costo
FC-75354321,Tylenol,marca,PARACETAMOL,49.0,67.0,0,False,80,PARACETAMOL 750MG 10 TABLETAS,no comparable: nuestro catalogo sin concentracion
FC-40006647,Ultra Bengue Gel,marca,Mentol + Alcanfor,110.3,148.91,1.0,False,43,ALCANFOR / MENTOL / 197/197MG INHALADOR 1 PIEZA,no comparable: al competidor le sobran principios activos (inhalador)
FC-BE2ACF63,Valnait cápsulas valeriana,marca,,64.91,100.0,1.0,False,26,SIMI PZ VALERIANA 250 MG OFFICINALIS 30 CAPSULAS,no comparable: nuestro catalogo sin concentracion
FMX-302168,Venda/Stick 5 Cm X 4.5 M C/1 Azul,marca,,25.21,41.0,1.0,False,0,,sin resultados VTEX
FC-03430721,Vitacilina 28 Crema,marca,Neomicina + Bacitracina zinc,38.12,51.47,0,False,47,POLIMIXINA B / NEOMICINA / BACITRACINA UNGÜENTO 3.5GR 1 PIEZA,no comparable: al competidor le sobran principios activos (polimixina)
FC-12225164,Vitacilina Bebé Pomada,marca,Neomicina + Bacitracina zinc,53.7,70.0,2.0,False,47,POLIMIXINA B / NEOMICINA / BACITRACINA UNGÜENTO 3.5GR 1 PIEZA,no comparable: al competidor le sobran principios activos (polimixina)
FC-03405381,Vitacilina Ungüento,marca,Neomicina + Bacitracina zinc,23.06,31.14,0,False,47,POLIMIXINA B / NEOMICINA / BACITRACINA UNGÜENTO 3.5GR 1 PIEZA,no comparable: al competidor le sobran principios activos (polimixina)
FC-76000277,Vitacilina crema humectante,marca,,77.03,104.0,1.0,False,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['100000mg']≠['28000mg']
FC-12225140,Vitacilina ungüento 16 g,marca,,25.19,34.0,2.0,False,0,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,no comparable: concentracion difiere ['16000mg']≠['28000mg']
FC-12225133,Vitacilina ungüento 28 g,marca,,37.57,51.0,3.0,False,11,NEOMICINA / RETINOL (VITAMINA A) UNGÜENTO 28 GR 1 PIEZA,confianza 11 < 85
